"name","GP","GS","MP","YC","RC","OFF","C","CK","TT","P","INT","BLK","GMB","TKL","FS","FC","PKG","PK","G","A","SOG","S"
"Schneiderlin, MorganSchneiderlin, M.SHN",26,24,2185,5,1,2,17,22,2039,1312,260,17,0,51,18,46,0,0,4,1,10,32
"Schurrle, AndréSchurrle, A.CHE",14,5,431,2,0,4,15,13,324,160,26,2,0,6,7,10,0,0,3,0,6,21
"Schwarzer, MarkSchwarzer, M.LEI",6,6,540,0,0,0,0,0,279,39,36,0,0,0,1,0,0,0,0,0,0,0
"Seager, RyanSeager, R.SHN",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senderos, PhilippeSenderos, P.AST",8,7,632,2,0,0,0,0,383,206,69,9,0,8,5,9,0,0,0,0,1,5
"Sessegnon, StephaneSessegnon, S.WBA",28,20,1761,5,0,4,29,0,1027,540,85,8,0,14,54,15,0,0,1,3,10,29
"Shackell, JasonShackell, J.BUR",38,38,3347,3,0,0,5,0,2142,964,302,57,0,24,45,23,0,0,0,0,2,9
"Shaw, LukeShaw, L.MAN",16,15,1126,1,1,0,43,0,943,485,89,16,0,14,15,12,0,0,0,0,1,3
"Shawcross, RyanShawcross, R.STO",32,32,2832,7,0,3,17,1,1825,892,216,48,0,32,21,28,0,0,2,1,3,19
"Shelvey, JonjoShelvey, J.SWA",31,28,2454,8,1,2,60,24,1909,1120,157,17,0,34,17,35,1,1,3,5,17,61
"Shenton, OliverShenton, O.STO",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sidwell, SteveSidwell, S.STO",12,5,447,3,0,0,2,0,338,193,41,6,0,7,8,12,0,0,0,0,0,8
"Sigurdsson, GylfiSigurdsson, G.SWA",32,32,2697,2,0,2,77,108,1661,964,127,12,0,11,40,23,0,0,7,10,26,70
"Silva, DavidSilva, D.MCY",32,32,2659,8,0,3,63,34,2648,1775,169,13,0,19,45,36,0,0,12,7,27,66
"Simpson, DannySimpson, D.",15,14,1253,4,0,0,29,1,865,302,125,13,0,26,8,16,0,0,0,0,0,2
"Sinclair, JeromeSinclair, J.LIV",2,0,25,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
"Sinclair, ScottSinclair, S.",11,5,464,0,0,1,5,2,229,113,19,2,0,2,6,2,0,0,1,0,3,7
"Sissoko, MoussaSissoko, M.NCU",34,34,3032,7,2,2,80,3,2059,990,197,12,0,31,43,54,0,0,4,2,16,46
"Skrtel, MartinSkrtel, M.LIV",33,33,2970,8,0,2,6,0,2506,1569,312,48,0,38,17,24,0,0,1,0,2,19
"Smalling, ChrisSmalling, C.MAN",25,21,1879,1,1,0,6,0,1720,1093,238,23,0,16,12,24,0,0,4,0,6,15
"Snodgrass, RobertSnodgrass, R.HUL",1,1,40,0,0,0,2,3,30,14,5,0,0,0,0,0,0,0,0,0,0,0
"Soldado, RobertoSoldado, R.TOT",24,7,794,1,0,5,11,0,335,173,23,1,0,6,8,11,0,1,1,1,7,21
"Song, AlexSong, A.WHU",28,25,2249,4,0,0,13,1,1819,938,280,20,0,58,52,50,0,0,0,3,1,13
"Sordell, MarvinSordell, M.BUR",14,2,281,2,0,3,8,0,105,39,3,2,0,2,4,4,0,0,0,0,1,3
"Souaré, PapeSouaré, P.CP",9,7,606,1,0,0,24,0,407,166,32,4,0,7,8,6,0,0,0,0,0,3
"Speroni, JuliánSperoni, J.CP",36,36,3205,1,0,0,0,0,1326,181,159,1,0,0,1,0,0,0,0,0,0,0
"Stambouli, BenjaminStambouli, B.TOT",12,4,453,4,0,0,5,0,372,222,55,5,0,6,6,6,0,0,0,0,0,2
"Steer, JedSteer, J.AST",1,1,90,0,0,0,0,0,34,10,0,0,0,0,0,0,0,0,0,0,0,0
"Sterling, RaheemSterling, R.LIV",35,34,3050,5,0,16,87,6,1931,906,128,8,0,22,94,45,0,0,7,7,34,84
"Stones, JohnStones, J.EVE",23,23,2044,1,0,0,5,0,1557,958,202,31,0,15,10,7,0,0,1,0,1,8
"Sturridge, DanielSturridge, D.LIV",12,7,751,0,0,6,4,0,361,179,13,0,0,2,16,5,0,0,4,1,14,39
"Szczesny, WojciechSzczesny, W.ARS",17,17,1499,1,0,0,0,0,648,195,78,0,0,0,3,0,0,0,0,0,0,0
"Taarabt, AdelTaarabt, A.QPR",7,3,295,0,0,0,12,5,258,146,12,0,0,0,11,2,0,0,0,0,1,11
"Tadic, DusanTadic, D.SHN",31,24,2060,2,0,12,170,62,1374,667,100,19,0,23,23,29,1,2,4,8,21,54
"Targett, MatthewTargett, M.SHN",6,3,225,0,0,0,4,0,183,83,16,3,0,0,3,1,0,0,0,0,0,1
"Taylor-Fletcher, GaryTaylor-Fletcher, G.LEI",1,0,17,0,0,0,0,0,5,2,0,0,0,1,0,1,0,0,0,0,0,0
"Taylor, MatthewTaylor, M.BUR",10,7,570,0,0,1,15,7,302,111,22,10,0,5,6,9,0,1,0,1,2,8
"Taylor, NeilTaylor, N.SWA",34,34,3000,9,0,0,40,1,2073,1082,179,51,0,47,28,31,0,0,0,2,0,3
"Taylor, RyanTaylor, R.NCU",14,11,907,3,0,0,53,66,768,319,98,13,0,10,15,8,0,0,0,1,6,16
"Taylor, StevenTaylor, S.NCU",10,7,653,2,1,1,0,0,363,203,45,11,0,6,5,6,0,0,1,0,1,5
"Teixeira, DionatanTeixeira, D.STO",1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terry, JohnTerry, J.CHE",38,38,3420,2,0,1,3,0,2241,1435,348,32,0,14,18,13,0,0,5,0,9,19
"Thomas, JeromeThomas, J.CP",1,0,6,0,0,0,0,0,9,4,1,0,0,0,1,0,0,0,0,0,0,0
"Thorpe, TomThorpe, T.MAN",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tiendalli, DwightTiendalli, D.SWA",3,1,128,0,0,0,0,0,80,46,9,2,0,1,2,3,0,0,0,0,0,0
"Tioté, CheickTioté, C.NCU",11,10,898,5,0,0,5,0,895,535,110,11,0,28,10,24,0,0,0,2,1,9
"Tomkins, JamesTomkins, J.WHU",22,20,1852,6,0,0,11,0,1242,579,182,28,0,24,21,18,0,0,1,3,5,18
"Touré, KoloTouré, K.LIV",12,7,710,0,0,0,0,0,513,296,69,9,0,2,1,3,0,0,0,0,0,1
"Touré, YayaTouré, Y.MCY",29,27,2355,5,0,0,25,0,2864,2088,220,7,0,22,18,33,2,2,10,1,26,89
"Townsend, AndrosTownsend, A.TOT",17,10,751,2,0,1,38,21,525,254,46,3,0,9,11,6,1,1,2,2,8,16
"Traoré, ArmandTraoré, A.QPR",16,7,780,2,0,0,15,0,633,241,91,15,0,11,5,11,0,0,0,0,1,6
"Tremmel, GerhardTremmel, G.SWA",2,1,109,0,0,0,0,0,51,17,8,0,0,0,0,0,0,0,0,0,0,0
"Trippier, KieranTrippier, K.BUR",38,38,3416,2,0,2,266,82,3156,1059,307,43,0,39,48,17,0,0,0,4,3,11
"Ulloa, LeonardoUlloa, L.LEI",37,29,2407,3,0,13,17,0,1312,544,95,16,0,37,34,68,2,2,11,3,18,50
"Ulvestad, FredrikUlvestad, F.BUR",2,1,67,1,0,0,0,0,41,21,4,0,0,1,1,1,0,0,0,0,0,0
"Upson, MatthewUpson, M.LEI",5,5,374,0,0,0,0,0,210,93,31,6,0,2,1,2,0,0,0,0,2,2
"Valdés, VíctorValdés, V.MAN",2,1,106,0,0,0,0,0,82,13,8,0,0,0,0,0,0,0,0,0,0,0
"Valencia, AntonioValencia, A.MAN",32,29,2583,4,0,3,105,0,2538,1519,261,24,0,34,24,37,0,0,0,3,4,7
"Valencia, EnnerValencia, E.WHU",32,25,2105,2,0,30,34,3,946,317,84,10,0,23,45,37,0,0,4,3,21,71
"Van Aanholt, PatrickVan Aanholt, P.SUN",28,26,2306,4,0,2,53,0,1681,732,200,29,0,31,15,21,0,0,0,5,5,30
"Van Persie, RobinVan Persie, R.MAN",27,25,2114,5,0,21,17,6,889,438,72,5,0,12,27,34,1,2,10,2,35,75
"Vardy, JamieVardy, J.LEI",34,26,2245,5,0,30,48,2,944,299,51,12,0,31,32,41,0,0,5,8,24,49
"Varela, SilvestreVarela, S.WBA",7,3,333,1,0,1,19,0,245,107,17,5,0,6,6,7,0,0,1,0,2,10
"Vargas, EduardoVargas, E.QPR",21,16,1385,1,0,3,30,10,792,370,84,6,0,7,20,12,0,0,3,2,12,40
"Vaz Te, RicardoVaz Te, R.WHU",4,3,224,0,0,0,4,0,95,45,5,0,0,2,3,1,0,0,0,0,3,7
"Vergini, SantiagoVergini, S.SUN",31,28,2623,6,0,1,28,2,1761,852,183,36,0,30,9,17,0,0,0,0,5,13
"Vertonghen, JanVertonghen, J.TOT",32,31,2810,6,0,1,9,0,2128,1222,329,37,0,40,19,21,0,0,0,0,3,13
"Vlaar, RonVlaar, R.AST",20,19,1646,3,1,0,1,0,997,525,171,22,0,15,3,9,0,0,0,1,2,14
"Vokes, SamVokes, S.BUR",15,5,562,0,0,0,0,0,276,81,12,0,0,0,0,5,0,0,0,0,6,17
"Vorm, MichelVorm, M.TOT",4,3,356,0,0,0,0,0,177,32,26,0,0,0,0,0,0,0,0,0,0,0
"Vuckic, HarisVuckic, H.NCU",1,0,8,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0
"Walcott, TheoWalcott, T.ARS",14,4,441,0,0,4,8,4,194,100,14,0,0,0,2,2,0,0,5,0,15,23
"Walker, KyleWalker, K.TOT",15,15,1307,3,0,0,37,0,1241,605,146,12,0,9,10,15,0,0,0,0,0,6
"Wallace, RossWallace, R.BUR",15,1,228,2,0,0,15,11,158,72,14,2,0,8,1,5,0,0,1,0,3,10
"Walters, JonathanWalters, J.STO",32,28,2423,5,0,15,50,0,1214,462,86,24,0,18,33,33,0,0,8,4,19,44
"Wanyama, VictorWanyama, V.SHN",32,26,2360,10,0,1,19,0,2129,1239,300,11,0,63,33,67,0,0,3,1,8,27
"Ward-Prowse, JamesWard-Prowse, J.SHN",25,16,1478,0,1,1,62,67,1043,610,99,6,0,12,10,19,1,1,1,6,12,30
"Ward, JoelWard, J.CP",37,37,3330,4,0,0,75,16,2309,810,294,33,0,41,52,38,0,0,1,0,2,11
"Ward, StephenWard, S.BUR",9,7,623,3,0,0,10,0,385,133,28,16,0,5,5,4,0,0,0,0,0,1
"Wasilewski, MarcinWasilewski, M.LEI",25,22,1989,6,0,0,6,0,1057,383,175,28,0,28,12,41,0,0,1,1,1,12
"Weimann, AndreasWeimann, A.AST",31,20,1777,5,0,6,22,2,781,421,69,12,0,14,14,16,0,0,3,2,12,33
"Welbeck, DannyWelbeck, D.",27,18,1711,3,0,7,12,0,896,431,81,7,0,14,16,15,0,0,4,4,22,59
"Westwood, AshleyWestwood, A.AST",27,25,2152,4,0,0,60,56,1707,1080,201,23,0,21,11,22,0,0,0,1,5,18
"Whelan, GlennWhelan, G.STO",28,26,2264,5,0,1,20,1,1652,1003,212,29,0,36,17,34,0,0,0,0,2,15
"Wickham, ConnorWickham, C.SUN",36,31,2773,8,0,8,59,0,1539,553,125,15,0,40,62,59,0,0,5,1,24,82
"Williams, AshleyWilliams, A.SWA",37,37,3330,6,0,2,1,0,2651,1583,323,55,0,33,13,29,0,0,0,0,1,7
"Williams, JonathanWilliams, J.CP",2,0,34,0,0,0,1,1,26,15,2,0,0,0,2,0,0,0,0,0,0,2
"Williamson, MikeWilliamson, M.NCU",31,27,2415,5,2,0,4,0,1404,723,191,23,0,18,17,16,0,0,1,1,2,10
"WillianWillianCHE",36,28,2415,3,0,4,90,39,1930,1177,165,6,0,13,53,27,0,0,2,3,17,55
"Wilshere, JackWilshere, J.ARS",14,9,732,4,0,0,11,1,684,431,37,2,0,10,22,11,0,0,2,1,8,17
"Wilson, JamesWilson, J.MAN",13,2,348,3,0,0,2,0,163,72,10,0,0,1,4,3,0,0,1,0,4,8
"Wilson, MarcWilson, M.STO",27,25,2124,4,1,0,12,1,1413,749,172,21,0,32,2,25,0,0,0,0,0,6
"Wisdom, AndreWisdom, A.WBA",24,22,1971,1,0,2,42,0,1422,683,156,22,0,21,7,13,0,0,0,1,0,3
"Wollscheid, PhilippWollscheid, P.STO",12,12,1007,4,0,0,0,0,657,350,74,11,0,14,8,9,0,0,0,0,0,3
"Wood, ChrisWood, C.LEI",7,0,107,0,0,1,0,0,60,17,2,0,0,1,2,5,0,0,1,0,1,5
"Wright-Phillips, ShaunWright-Phillips, S.QPR",4,1,128,0,0,0,1,0,79,30,11,2,0,6,0,2,0,0,0,0,1,2
"Yacob, ClaudioYacob, C.WBA",20,16,1390,5,1,0,4,0,894,435,143,16,0,37,16,27,0,0,0,0,1,8
"Yedlin, DeAndreYedlin, D.TOT",1,0,11,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0
"Yoshida, MayaYoshida, M.SHN",22,18,1690,3,0,0,8,0,1414,804,204,16,0,15,12,15,0,0,1,1,3,11
"Young, AshleyYoung, A.MAN",26,23,2068,5,0,2,147,34,1492,739,123,11,0,19,27,24,0,0,2,5,5,28
"Yun, Suk-YoungYun, S.QPR",23,19,1725,4,0,1,39,2,1203,460,151,36,0,29,25,15,0,0,0,0,1,6
"Zabaleta, PabloZabaleta, P.MCY",29,29,2586,6,1,1,50,0,2319,1300,244,20,0,52,14,30,0,0,1,4,2,12
"Zaha, WilfriedZaha, W.CP",31,23,1982,1,0,8,82,10,1080,339,101,13,0,35,47,45,0,0,4,2,15,40
"Zamora, BobbyZamora, B.QPR",31,19,1782,4,0,24,19,0,892,383,47,3,0,13,20,46,0,0,3,4,6,31
"Zárate, MauroZárate, M.",11,5,486,2,0,2,11,9,286,143,19,3,0,7,7,12,0,0,2,1,7,18
"Zouma, KurtZouma, K.CHE",15,7,645,0,0,0,0,0,383,208,46,6,0,12,1,6,0,0,0,0,0,1
